---------------------------------------------------------------
Benchmark                     Time             CPU   Iterations
SoAScan/521/2134016       56789 ns        56789 ns        12342
SoAScan/522/2138112       56959 ns        56959 ns        12236
SoAScan/523/2142208       56935 ns        56935 ns        12318
SoAScan/524/2146304       56699 ns        56699 ns        12319
SoAScan/525/2150400       57166 ns        57164 ns        12191
SoAScan/526/2154496       56883 ns        56882 ns        12250
SoAScan/527/2158592       57127 ns        57127 ns        12241
SoAScan/528/2162688       57083 ns        57083 ns        12186
SoAScan/529/2166784       57176 ns        57176 ns        12190
SoAScan/530/2170880       57423 ns        57421 ns        12189
SoAScan/531/2174976       57411 ns        57411 ns        12114
SoAScan/532/2179072       57033 ns        57033 ns        12242
SoAScan/533/2183168       57510 ns        57510 ns        12113
SoAScan/534/2187264       57642 ns        57642 ns        12074
SoAScan/535/2191360       57867 ns        57865 ns        12016
SoAScan/536/2195456       57974 ns        57974 ns        12052
SoAScan/537/2199552       57829 ns        57829 ns        12026
SoAScan/538/2203648       57959 ns        57959 ns        12028
SoAScan/539/2207744       58561 ns        58561 ns        12017
SoAScan/540/2211840       57973 ns        57971 ns        12120
SoAScan/541/2215936       58080 ns        58080 ns        12022
SoAScan/542/2220032       57922 ns        57923 ns        11989
SoAScan/543/2224128       58109 ns        58109 ns        11995
SoAScan/544/2228224       58141 ns        58141 ns        11854
SoAScan/545/2232320       58192 ns        58191 ns        12003
SoAScan/546/2236416       57909 ns        57909 ns        12035
SoAScan/547/2240512       58046 ns        58046 ns        11999
SoAScan/548/2244608       58131 ns        58131 ns        11968
SoAScan/549/2248704       58241 ns        58241 ns        12018
SoAScan/550/2252800       58241 ns        58240 ns        11982
SoAScan/551/2256896       57987 ns        57987 ns        12044
SoAScan/552/2260992       58083 ns        58084 ns        12052
SoAScan/553/2265088       57923 ns        57924 ns        11980
SoAScan/554/2269184       58104 ns        58104 ns        12009
SoAScan/555/2273280       58037 ns        58036 ns        12020
SoAScan/556/2277376       57942 ns        57942 ns        11957
SoAScan/557/2281472       57823 ns        57824 ns        11991
SoAScan/558/2285568       58294 ns        58294 ns        11946
SoAScan/559/2289664       57869 ns        57869 ns        12059
SoAScan/560/2293760       58128 ns        58128 ns        11974
SoAScan/561/2297856       58073 ns        58073 ns        12006
SoAScan/562/2301952       58350 ns        58350 ns        12010
SoAScan/563/2306048       58201 ns        58202 ns        11970
SoAScan/564/2310144       58045 ns        58045 ns        11983
SoAScan/565/2314240       58033 ns        58032 ns        11998
SoAScan/566/2318336       58103 ns        58103 ns        12024
SoAScan/567/2322432       57901 ns        57901 ns        12018
SoAScan/568/2326528       58020 ns        58021 ns        12058
SoAScan/569/2330624       58189 ns        58189 ns        11995
SoAScan/570/2334720       57684 ns        57682 ns        12109
SoAScan/571/2338816       57934 ns        57934 ns        11978
SoAScan/572/2342912       57759 ns        57759 ns        12058
SoAScan/573/2347008       57993 ns        57991 ns        12001
SoAScan/574/2351104       57843 ns        57843 ns        12000
SoAScan/575/2355200       57810 ns        57810 ns        12008
SoAScan/576/2359296       61773 ns        61773 ns        11226
SoAScan/577/2363392       57929 ns        57929 ns        11993
SoAScan/578/2367488       57802 ns        57803 ns        12020
SoAScan/579/2371584       58117 ns        58117 ns        11988
SoAScan/580/2375680       57741 ns        57741 ns        11976
SoAScan/581/2379776       57872 ns        57872 ns        12021
SoAScan/582/2383872       57692 ns        57691 ns        11993
SoAScan/583/2387968       57519 ns        57519 ns        11956
SoAScan/584/2392064       57439 ns        57439 ns        12049
SoAScan/585/2396160       57541 ns        57541 ns        12036
SoAScan/586/2400256       57646 ns        57646 ns        12014
SoAScan/587/2404352       57714 ns        57713 ns        12067
SoAScan/588/2408448       57694 ns        57694 ns        12083
SoAScan/589/2412544       57472 ns        57472 ns        12051
SoAScan/590/2416640       57829 ns        57829 ns        12049
SoAScan/591/2420736       58011 ns        58011 ns        12016
SoAScan/592/2424832       57713 ns        57707 ns        12026
SoAScan/593/2428928       57694 ns        57695 ns        12091
SoAScan/594/2433024       57565 ns        57565 ns        12069
SoAScan/595/2437120       57670 ns        57670 ns        12011
SoAScan/596/2441216       57751 ns        57751 ns        11984
SoAScan/597/2445312       57663 ns        57662 ns        12032
SoAScan/598/2449408       77266 ns        77266 ns        12069
SoAScan/599/2453504       82803 ns        82803 ns         8346
SoAScan/600/2457600       57705 ns        57704 ns        12062
SoAScan/601/2461696       57652 ns        57651 ns        12008
SoAScan/602/2465792       57763 ns        57763 ns        12020
SoAScan/603/2469888       57868 ns        57868 ns        11929
SoAScan/604/2473984       57813 ns        57813 ns        11994
SoAScan/605/2478080       57894 ns        57894 ns        12005
SoAScan/606/2482176       57658 ns        57658 ns        12029
SoAScan/607/2486272       57760 ns        57759 ns        12008
SoAScan/608/2490368       57312 ns        57312 ns        11992
SoAScan/609/2494464       57752 ns        57752 ns        11991
SoAScan/610/2498560       57605 ns        57605 ns        11995
SoAScan/611/2502656       57899 ns        57899 ns        12001
SoAScan/612/2506752       57703 ns        57704 ns        11948
SoAScan/613/2510848       57802 ns        57802 ns        12005
SoAScan/614/2514944       57756 ns        57756 ns        11995
SoAScan/615/2519040       57678 ns        57678 ns        11994
SoAScan/616/2523136       57690 ns        57690 ns        12026
SoAScan/617/2527232       57959 ns        57958 ns        11962
SoAScan/618/2531328       57875 ns        57875 ns        11977
SoAScan/619/2535424       57789 ns        57789 ns        11941
SoAScan/620/2539520       57931 ns        57930 ns        11946
SoAScan/621/2543616       57821 ns        57821 ns        12005
SoAScan/622/2547712       57879 ns        57878 ns        11992
SoAScan/623/2551808       57920 ns        57920 ns        11987
SoAScan/624/2555904       57966 ns        57966 ns        11995
SoAScan/625/2560000       57978 ns        57978 ns        11925
SoAScan/626/2564096       58003 ns        58003 ns        11984
SoAScan/627/2568192       57846 ns        57843 ns        11993
SoAScan/628/2572288       58014 ns        58014 ns        11927
SoAScan/629/2576384       57992 ns        57992 ns        11879
SoAScan/630/2580480       58243 ns        58243 ns        11878
SoAScan/631/2584576       58059 ns        58059 ns        11893
SoAScan/632/2588672       69616 ns        69614 ns         8234
SoAScan/633/2592768       58186 ns        58187 ns        11916
SoAScan/634/2596864       58093 ns        58093 ns        11894
SoAScan/635/2600960       58199 ns        58199 ns        11894
SoAScan/636/2605056       58268 ns        58268 ns        11877
SoAScan/637/2609152       58330 ns        58329 ns        11868
SoAScan/638/2613248       58017 ns        58017 ns        11912
SoAScan/639/2617344       58184 ns        58185 ns        11925
SoAScan/640/2621440      113870 ns       113869 ns         5852
SoAScan/641/2625536       58460 ns        58460 ns        11811
SoAScan/642/2629632       58236 ns        58235 ns        11862
SoAScan/643/2633728       58281 ns        58281 ns        11858
SoAScan/644/2637824       58294 ns        58294 ns        11871
SoAScan/645/2641920       58410 ns        58410 ns        11893
SoAScan/646/2646016       58043 ns        58043 ns        11986
SoAScan/647/2650112       58549 ns        58548 ns        11833
SoAScan/648/2654208       58029 ns        58029 ns        11864
SoAScan/649/2658304       58296 ns        58296 ns        11822
SoAScan/650/2662400       58469 ns        58469 ns        11819
SoAScan/651/2666496       58552 ns        58552 ns        11811
SoAScan/652/2670592       58574 ns        58572 ns        11830
SoAScan/653/2674688       58693 ns        58693 ns        11779
SoAScan/654/2678784       58779 ns        58778 ns        11800
SoAScan/655/2682880       58687 ns        58687 ns        11747
SoAScan/656/2686976       58743 ns        58742 ns        11764
SoAScan/657/2691072       58738 ns        58736 ns        11713
SoAScan/658/2695168       58918 ns        58918 ns        11723
SoAScan/659/2699264       58894 ns        58894 ns        11835
SoAScan/660/2703360       58713 ns        58713 ns        11648
SoAScan/661/2707456       58836 ns        58836 ns        11728
SoAScan/662/2711552       58882 ns        58881 ns        11729
SoAScan/663/2715648       58903 ns        58903 ns        11725
SoAScan/664/2719744       58916 ns        58916 ns        11753
SoAScan/665/2723840       58892 ns        58892 ns        11788
SoAScan/666/2727936       59198 ns        59198 ns        11703
SoAScan/667/2732032       59243 ns        59242 ns        11683
SoAScan/668/2736128       59395 ns        59395 ns        11793
SoAScan/669/2740224       59002 ns        59002 ns        11764
SoAScan/670/2744320       59039 ns        59039 ns        11707
SoAScan/671/2748416       59221 ns        59221 ns        11714
SoAScan/672/2752512       59211 ns        59211 ns        11786
SoAScan/673/2756608       59243 ns        59243 ns        11681
SoAScan/674/2760704       59478 ns        59478 ns        11715
SoAScan/675/2764800       59154 ns        59155 ns        11658
SoAScan/676/2768896       59342 ns        59342 ns        11668
SoAScan/677/2772992       59414 ns        59412 ns        11714
SoAScan/678/2777088       59439 ns        59439 ns        11670
SoAScan/679/2781184       59417 ns        59417 ns        11691
SoAScan/680/2785280       59297 ns        59297 ns        11678
SoAScan/681/2789376       59636 ns        59637 ns        11586
SoAScan/682/2793472       59864 ns        59863 ns        11588
SoAScan/683/2797568       59632 ns        59632 ns        11625
SoAScan/684/2801664       59351 ns        59350 ns        11759
SoAScan/685/2805760       59758 ns        59758 ns        11642
SoAScan/686/2809856       59583 ns        59584 ns        11631
SoAScan/687/2813952       59334 ns        59333 ns        11635
SoAScan/688/2818048       59251 ns        59251 ns        11717
SoAScan/689/2822144       59838 ns        59838 ns        11625
SoAScan/690/2826240       59384 ns        59384 ns        11660
SoAScan/691/2830336       59541 ns        59541 ns        11697
SoAScan/692/2834432       59482 ns        59481 ns        11707
SoAScan/693/2838528       59456 ns        59456 ns        11704
SoAScan/694/2842624       59326 ns        59326 ns        11611
SoAScan/695/2846720       59388 ns        59388 ns        11654
SoAScan/696/2850816       59431 ns        59432 ns        11652
SoAScan/697/2854912       59425 ns        59425 ns        11632
SoAScan/698/2859008       59345 ns        59345 ns        11678
SoAScan/699/2863104       85677 ns        85677 ns         8199
SoAScan/700/2867200       62160 ns        62160 ns         8178
SoAScan/701/2871296       59181 ns        59182 ns        11685
SoAScan/702/2875392       59447 ns        59447 ns        11658
SoAScan/703/2879488       59353 ns        59353 ns        11365
SoAScan/704/2883584       62512 ns        62512 ns        10713
SoAScan/705/2887680       59342 ns        59342 ns        11646
SoAScan/706/2891776       59309 ns        59309 ns        11654
SoAScan/707/2895872       59447 ns        59447 ns        11642
SoAScan/708/2899968       59348 ns        59348 ns        11684
SoAScan/709/2904064       59420 ns        59420 ns        11637
SoAScan/710/2908160       59420 ns        59419 ns        11634
SoAScan/711/2912256       59320 ns        59320 ns        11686
SoAScan/712/2916352       59315 ns        59315 ns        11691
SoAScan/713/2920448       59348 ns        59348 ns        11675
SoAScan/714/2924544       59224 ns        59224 ns        11698
SoAScan/715/2928640       59384 ns        59383 ns        11677
SoAScan/716/2932736       58983 ns        58984 ns        11723
SoAScan/717/2936832       59146 ns        59146 ns        11763
SoAScan/718/2940928       59148 ns        59148 ns        11732
SoAScan/719/2945024       58882 ns        58882 ns        11696
SoAScan/720/2949120       59273 ns        59273 ns        11650
SoAScan/721/2953216       59273 ns        59273 ns        11685
SoAScan/722/2957312       85989 ns        85989 ns        10788
SoAScan/723/2961408       86124 ns        86122 ns         8109
SoAScan/724/2965504       59315 ns        59315 ns        11846
SoAScan/725/2969600       59117 ns        59116 ns        11692
SoAScan/726/2973696       59148 ns        59148 ns        11768
SoAScan/727/2977792       59125 ns        59122 ns        11763
SoAScan/728/2981888       59028 ns        59028 ns        11717
SoAScan/729/2985984       59064 ns        59064 ns        11769
SoAScan/730/2990080       59200 ns        59200 ns        11728
SoAScan/731/2994176       59245 ns        59245 ns        11680
SoAScan/732/2998272       59184 ns        59184 ns        11773
SoAScan/733/3002368       59287 ns        59287 ns        11684
SoAScan/734/3006464       59139 ns        59139 ns        11736
SoAScan/735/3010560       59245 ns        59245 ns        11654
SoAScan/736/3014656       59213 ns        59212 ns        11680
SoAScan/737/3018752       59263 ns        59263 ns        11680
SoAScan/738/3022848       59183 ns        59183 ns        11682
SoAScan/739/3026944       59348 ns        59348 ns        11665
SoAScan/740/3031040       59317 ns        59316 ns        11687
SoAScan/741/3035136       59081 ns        59081 ns        11732
SoAScan/742/3039232       59293 ns        59292 ns        11746
SoAScan/743/3043328       59209 ns        59209 ns        11712
SoAScan/744/3047424       59267 ns        59266 ns        11742
SoAScan/745/3051520       58980 ns        58980 ns        11756
SoAScan/746/3055616       59026 ns        59026 ns        11702
SoAScan/747/3059712       58920 ns        58920 ns        11711
SoAScan/748/3063808       58955 ns        58955 ns        11769
SoAScan/749/3067904       58842 ns        58842 ns        11724
SoAScan/750/3072000       58816 ns        58816 ns        11803
SoAScan/751/3076096       58921 ns        58921 ns        11797
SoAScan/752/3080192       58996 ns        58996 ns        11747
SoAScan/753/3084288       58795 ns        58795 ns        11799
SoAScan/754/3088384       58784 ns        58784 ns        11747
SoAScan/755/3092480       58741 ns        58740 ns        11800
SoAScan/756/3096576       58348 ns        58348 ns        11897
SoAScan/757/3100672       58899 ns        58897 ns        11764
SoAScan/758/3104768       58832 ns        58832 ns        11794
SoAScan/759/3108864       58775 ns        58775 ns        11789
SoAScan/760/3112960       58547 ns        58547 ns        11815
SoAScan/761/3117056       58860 ns        58860 ns        11788
SoAScan/762/3121152       59124 ns        59123 ns        11758
SoAScan/763/3125248       58968 ns        58967 ns        11804
SoAScan/764/3129344       59055 ns        59055 ns        11743
SoAScan/765/3133440       58968 ns        58968 ns        11757
SoAScan/766/3137536       59069 ns        59069 ns        11780
SoAScan/767/3141632       58888 ns        58888 ns        11753
SoAScan/768/3145728      174782 ns       174782 ns         3911
SoAScan/769/3149824       59016 ns        59015 ns        11748
SoAScan/770/3153920       58948 ns        58948 ns        11791
SoAScan/771/3158016       58847 ns        58846 ns        11724
SoAScan/772/3162112       58892 ns        58892 ns        11791
SoAScan/773/3166208       59152 ns        59152 ns        11744
SoAScan/774/3170304       59029 ns        59029 ns        11684
SoAScan/775/3174400       59021 ns        59021 ns        11703
SoAScan/776/3178496       58786 ns        58785 ns        11781
SoAScan/777/3182592       58930 ns        58930 ns        11775
SoAScan/778/3186688       58926 ns        58926 ns        11729
SoAScan/779/3190784       58244 ns        58244 ns        11847
SoAScan/780/3194880       58807 ns        58806 ns        11808
SoAScan/781/3198976       58973 ns        58971 ns        11781
SoAScan/782/3203072       58848 ns        58848 ns        11730
SoAScan/783/3207168       58610 ns        58611 ns        11715
SoAScan/784/3211264       58900 ns        58900 ns        11706
SoAScan/785/3215360       59177 ns        59177 ns        11694
SoAScan/786/3219456       59024 ns        59023 ns        11711
SoAScan/787/3223552       59071 ns        59071 ns        11734
SoAScan/788/3227648       59208 ns        59207 ns        11715
SoAScan/789/3231744       59031 ns        59031 ns        11719
SoAScan/790/3235840       59007 ns        59007 ns        11718
SoAScan/791/3239936       59115 ns        59115 ns        11708
SoAScan/792/3244032       59408 ns        59409 ns        11670
SoAScan/793/3248128       59244 ns        59244 ns        11629
SoAScan/794/3252224       59030 ns        59030 ns        11737
SoAScan/795/3256320       58968 ns        58968 ns        11630
SoAScan/796/3260416       59149 ns        59149 ns        11678
SoAScan/797/3264512       59139 ns        59139 ns        11679
SoAScan/798/3268608       58846 ns        58847 ns        11734
SoAScan/799/3272704       59191 ns        59191 ns        11661
SoAScan/800/3276800       59098 ns        59098 ns        11692
SoAScan/801/3280896       59309 ns        59309 ns        11659
SoAScan/802/3284992       59395 ns        59394 ns        11712
SoAScan/803/3289088       59271 ns        59271 ns        11631
SoAScan/804/3293184       59224 ns        59224 ns        11625
SoAScan/805/3297280       59319 ns        59318 ns        11681
SoAScan/806/3301376       59083 ns        59083 ns        11635
SoAScan/807/3305472       59255 ns        59255 ns        11681
SoAScan/808/3309568       59343 ns        59344 ns        11653
SoAScan/809/3313664       59189 ns        59189 ns        11666
SoAScan/810/3317760       59052 ns        59052 ns        11767
SoAScan/811/3321856       59197 ns        59197 ns        11644
SoAScan/812/3325952       59207 ns        59207 ns        11703
SoAScan/813/3330048       59251 ns        59252 ns        11634
SoAScan/814/3334144       59320 ns        59320 ns        11643
SoAScan/815/3338240       59348 ns        59348 ns        11676
SoAScan/816/3342336       59380 ns        59379 ns        11617
SoAScan/817/3346432       59149 ns        59148 ns        11724
SoAScan/818/3350528       59430 ns        59430 ns        11749
SoAScan/819/3354624       59531 ns        59531 ns        11616
SoAScan/820/3358720       59305 ns        59304 ns        11648
SoAScan/821/3362816       59323 ns        59323 ns        11652
SoAScan/822/3366912       59243 ns        59243 ns        11669
SoAScan/823/3371008       59248 ns        59247 ns        11734
SoAScan/824/3375104       59315 ns        59316 ns        11620
SoAScan/825/3379200       59421 ns        59420 ns        11585
SoAScan/826/3383296       59369 ns        59369 ns        11630
SoAScan/827/3387392       59460 ns        59459 ns        11674
SoAScan/828/3391488       59303 ns        59303 ns        11661
SoAScan/829/3395584       59377 ns        59377 ns        11592
SoAScan/830/3399680       59161 ns        59161 ns        11741
SoAScan/831/3403776       59467 ns        59467 ns        11646
SoAScan/832/3407872       67215 ns        67215 ns        10863
SoAScan/833/3411968       59726 ns        59726 ns        11683
SoAScan/834/3416064       59440 ns        59440 ns        11584
SoAScan/835/3420160       59364 ns        59364 ns        11628
SoAScan/836/3424256       59145 ns        59144 ns        11658
SoAScan/837/3428352       59156 ns        59155 ns        11681
SoAScan/838/3432448       59541 ns        59541 ns        11589
SoAScan/839/3436544       59490 ns        59490 ns        11664
SoAScan/840/3440640       59302 ns        59302 ns        11630
SoAScan/841/3444736       59385 ns        59385 ns        11700
SoAScan/842/3448832       59387 ns        59387 ns        11616
SoAScan/843/3452928       59289 ns        59288 ns        11656
SoAScan/844/3457024       59286 ns        59286 ns        11657
SoAScan/845/3461120       59434 ns        59434 ns        11661
SoAScan/846/3465216       59676 ns        59676 ns        11627
SoAScan/847/3469312       59439 ns        59438 ns        11665
SoAScan/848/3473408       59322 ns        59322 ns        11639
SoAScan/849/3477504       59499 ns        59499 ns        11700
SoAScan/850/3481600       59695 ns        59695 ns        11618
SoAScan/851/3485696       59539 ns        59539 ns        11599
SoAScan/852/3489792       59464 ns        59463 ns        11584
SoAScan/853/3493888       59679 ns        59679 ns        11584
SoAScan/854/3497984       59367 ns        59367 ns        11675
SoAScan/855/3502080       59392 ns        59392 ns        11618
SoAScan/856/3506176       59420 ns        59420 ns        11614
SoAScan/857/3510272       59620 ns        59618 ns        11613
SoAScan/858/3514368       59440 ns        59440 ns        11626
SoAScan/859/3518464       59571 ns        59571 ns        11567
SoAScan/860/3522560       59817 ns        59815 ns        11592
SoAScan/861/3526656       59698 ns        59698 ns        11611
SoAScan/862/3530752       59534 ns        59534 ns        11655
SoAScan/863/3534848       59633 ns        59633 ns        11644
SoAScan/864/3538944       59319 ns        59319 ns        11602
SoAScan/865/3543040       59412 ns        59411 ns        11606
SoAScan/866/3547136       59699 ns        59699 ns        11616
SoAScan/867/3551232       59659 ns        59658 ns        11652
SoAScan/868/3555328       59686 ns        59686 ns        11553
SoAScan/869/3559424       59655 ns        59654 ns        11612
SoAScan/870/3563520       59509 ns        59509 ns        11646
SoAScan/871/3567616       59533 ns        59534 ns        11656
SoAScan/872/3571712       59542 ns        59542 ns        11604
SoAScan/873/3575808       59494 ns        59494 ns        11629
SoAScan/874/3579904       59239 ns        59239 ns        11642
SoAScan/875/3584000       59398 ns        59397 ns        11667
SoAScan/876/3588096       59473 ns        59474 ns        11667
SoAScan/877/3592192       59466 ns        59466 ns        11609
SoAScan/878/3596288       59614 ns        59614 ns        11624
SoAScan/879/3600384       59534 ns        59534 ns        11599
SoAScan/880/3604480       59493 ns        59491 ns        11636
SoAScan/881/3608576       59593 ns        59594 ns        11578
SoAScan/882/3612672       59679 ns        59679 ns        11578
SoAScan/883/3616768       59764 ns        59764 ns        11605
SoAScan/884/3620864       59706 ns        59705 ns        11600
SoAScan/885/3624960       59473 ns        59472 ns        11570
SoAScan/886/3629056       59635 ns        59635 ns        11550
SoAScan/887/3633152       59662 ns        59662 ns        11604
SoAScan/888/3637248       59607 ns        59607 ns        11553
SoAScan/889/3641344       59427 ns        59427 ns        11604
SoAScan/890/3645440       59643 ns        59642 ns        11619
SoAScan/891/3649536       59727 ns        59727 ns        11546
SoAScan/892/3653632       59867 ns        59867 ns        11551
SoAScan/893/3657728       59610 ns        59610 ns        11629
SoAScan/894/3661824       59769 ns        59769 ns        11501
SoAScan/895/3665920       59840 ns        59838 ns        11536
SoAScan/896/3670016      120376 ns       120376 ns         5841
SoAScan/897/3674112       59921 ns        59921 ns        11512
SoAScan/898/3678208       59825 ns        59825 ns        11536
SoAScan/899/3682304       59943 ns        59943 ns        11536
SoAScan/900/3686400       59954 ns        59953 ns        11491
SoAScan/901/3690496       59835 ns        59836 ns        11541
SoAScan/902/3694592       59820 ns        59820 ns        11545
SoAScan/903/3698688       59850 ns        59850 ns        11550
SoAScan/904/3702784       60028 ns        60027 ns        11495
SoAScan/905/3706880       60247 ns        60246 ns        11482
SoAScan/906/3710976       60032 ns        60032 ns        11521
SoAScan/907/3715072       60077 ns        60077 ns        11496
SoAScan/908/3719168       60130 ns        60130 ns        11515
SoAScan/909/3723264       60091 ns        60091 ns        11510
SoAScan/910/3727360       60199 ns        60198 ns        11491
SoAScan/911/3731456       60022 ns        60023 ns        11485
SoAScan/912/3735552       59513 ns        59514 ns        11637
SoAScan/913/3739648       59701 ns        59701 ns        11550
SoAScan/914/3743744       59986 ns        59986 ns        11522
SoAScan/915/3747840       59739 ns        59738 ns        11519
SoAScan/916/3751936       59987 ns        59987 ns        11570
SoAScan/917/3756032       60030 ns        60030 ns        11493
SoAScan/918/3760128       63432 ns        63432 ns        11570
SoAScan/919/3764224       60212 ns        60211 ns        11314
SoAScan/920/3768320       60147 ns        60146 ns        11468
SoAScan/921/3772416       60186 ns        60186 ns        11469
SoAScan/922/3776512       59964 ns        59964 ns        11515
SoAScan/923/3780608       60114 ns        60114 ns        11475
SoAScan/924/3784704       60036 ns        60036 ns        11513
SoAScan/925/3788800       60282 ns        60281 ns        11507
SoAScan/926/3792896       60094 ns        60094 ns        11589
SoAScan/927/3796992       60272 ns        60272 ns        11467
SoAScan/928/3801088       60304 ns        60304 ns        11459
SoAScan/929/3805184       60053 ns        60053 ns        11469
SoAScan/930/3809280       60180 ns        60179 ns        11508
SoAScan/931/3813376       59867 ns        59866 ns        11571
SoAScan/932/3817472       60099 ns        60099 ns        11522
SoAScan/933/3821568       60116 ns        60116 ns        11486
SoAScan/934/3825664       60292 ns        60292 ns        11458
SoAScan/935/3829760       60139 ns        60138 ns        11499
SoAScan/936/3833856       60254 ns        60254 ns        11504
SoAScan/937/3837952       60379 ns        60380 ns        11501
SoAScan/938/3842048       60294 ns        60294 ns        11450
SoAScan/939/3846144       60025 ns        60025 ns        11453
SoAScan/940/3850240       60089 ns        60088 ns        11558
SoAScan/941/3854336       60320 ns        60319 ns        11420
SoAScan/942/3858432       60175 ns        60175 ns        11461
SoAScan/943/3862528       61059 ns        61059 ns        11513
SoAScan/944/3866624       60305 ns        60303 ns        11504
SoAScan/945/3870720       60412 ns        60411 ns        11476
SoAScan/946/3874816       60163 ns        60162 ns        11483
SoAScan/947/3878912       60016 ns        60016 ns        11514
SoAScan/948/3883008       60118 ns        60118 ns        11496
SoAScan/949/3887104       60263 ns        60262 ns        11477
SoAScan/950/3891200       59918 ns        59918 ns        11558
SoAScan/951/3895296       60188 ns        60188 ns        11519
SoAScan/952/3899392       60252 ns        60253 ns        11488
SoAScan/953/3903488       60468 ns        60467 ns        11427
SoAScan/954/3907584       60477 ns        60477 ns        11439
SoAScan/955/3911680       59965 ns        59965 ns        11551
SoAScan/956/3915776       60151 ns        60151 ns        11530
SoAScan/957/3919872       60062 ns        60062 ns        11492
SoAScan/958/3923968       60132 ns        60132 ns        11528
SoAScan/959/3928064       60011 ns        60010 ns        11515
SoAScan/960/3932160       73869 ns        73869 ns        10835
SoAScan/961/3936256       60030 ns        60030 ns        11518
SoAScan/962/3940352       60282 ns        60282 ns        11495
SoAScan/963/3944448       60533 ns        60533 ns        11407
SoAScan/964/3948544       60445 ns        60445 ns        11435
SoAScan/965/3952640       60412 ns        60412 ns        11409
SoAScan/966/3956736       60179 ns        60179 ns        11445
SoAScan/967/3960832       60289 ns        60289 ns        11459
SoAScan/968/3964928       60317 ns        60313 ns        11496
SoAScan/969/3969024       59934 ns        59931 ns        11545
SoAScan/970/3973120       60397 ns        60397 ns        11468
SoAScan/971/3977216       60281 ns        60280 ns        11418
SoAScan/972/3981312       60402 ns        60402 ns        11572
SoAScan/973/3985408       60330 ns        60330 ns        11480
SoAScan/974/3989504       60353 ns        60353 ns        11504
SoAScan/975/3993600       60308 ns        60308 ns        11437
SoAScan/976/3997696       60287 ns        60287 ns        11501
SoAScan/977/4001792       60196 ns        60197 ns        11439
SoAScan/978/4005888       60177 ns        60177 ns        11481
SoAScan/979/4009984       60300 ns        60299 ns        11489
SoAScan/980/4014080       60225 ns        60225 ns        11480
SoAScan/981/4018176       60249 ns        60249 ns        11517
SoAScan/982/4022272       60111 ns        60111 ns        11504
SoAScan/983/4026368       60140 ns        60141 ns        11463
SoAScan/984/4030464       60080 ns        60079 ns        11535
SoAScan/985/4034560       60200 ns        60200 ns        11445
SoAScan/986/4038656       60185 ns        60185 ns        11448
SoAScan/987/4042752       60171 ns        60172 ns        11461
SoAScan/988/4046848       60366 ns        60366 ns        11510
SoAScan/989/4050944       60233 ns        60233 ns        11533
SoAScan/990/4055040       60255 ns        60254 ns        11409
SoAScan/991/4059136       60263 ns        60263 ns        11532
SoAScan/992/4063232       60222 ns        60222 ns        11462
SoAScan/993/4067328       60368 ns        60368 ns        11435
SoAScan/994/4071424       60249 ns        60249 ns        11459
SoAScan/995/4075520       60327 ns        60326 ns        11492
SoAScan/996/4079616       60322 ns        60322 ns        11507
SoAScan/997/4083712       60133 ns        60133 ns        11511
SoAScan/998/4087808       60401 ns        60402 ns        11482
SoAScan/999/4091904       60721 ns        60721 ns        11403
SoAScan/1000/4096000      60411 ns        60410 ns        11391
SoAScan/1001/4100096      60372 ns        60372 ns        11484
SoAScan/1002/4104192      60122 ns        60122 ns        11435
SoAScan/1003/4108288      60295 ns        60296 ns        11406
SoAScan/1004/4112384      60231 ns        60231 ns        11452
SoAScan/1005/4116480      60199 ns        60198 ns        11401
SoAScan/1006/4120576      60307 ns        60307 ns        11482
SoAScan/1007/4124672      60284 ns        60284 ns        11451
SoAScan/1008/4128768      60454 ns        60454 ns        11500
SoAScan/1009/4132864      60487 ns        60487 ns        11431
SoAScan/1010/4136960      60464 ns        60464 ns        11418
SoAScan/1011/4141056      60352 ns        60352 ns        11460
SoAScan/1012/4145152      60357 ns        60357 ns        11403
SoAScan/1013/4149248      60294 ns        60294 ns        11426
SoAScan/1014/4153344      60423 ns        60422 ns        11435
SoAScan/1015/4157440      60536 ns        60536 ns        11436
SoAScan/1016/4161536      60742 ns        60742 ns        11368
SoAScan/1017/4165632      60760 ns        60760 ns        11427
SoAScan/1018/4169728      60589 ns        60589 ns        11364
SoAScan/1019/4173824      60629 ns        60629 ns        11413
SoAScan/1020/4177920      60619 ns        60619 ns        11426
SoAScan/1021/4182016      60765 ns        60765 ns        11440
SoAScan/1022/4186112      60767 ns        60766 ns        11374
SoAScan/1023/4190208      60822 ns        60823 ns        11397
SoAScan/1024/4194304     209075 ns       209069 ns         3326
