---------------------------------------------------------------
Benchmark                     Time             CPU   Iterations
SoAScan/521/2134016       51839 ns        51840 ns        13429
SoAScan/522/2138112       51510 ns        51510 ns        13461
SoAScan/523/2142208       51902 ns        51902 ns        13444
SoAScan/524/2146304       51819 ns        51819 ns        13464
SoAScan/525/2150400       51759 ns        51759 ns        13457
SoAScan/526/2154496       51747 ns        51746 ns        13410
SoAScan/527/2158592       51684 ns        51684 ns        13423
SoAScan/528/2162688       51733 ns        51733 ns        13419
SoAScan/529/2166784       52087 ns        52087 ns        13372
SoAScan/530/2170880       52029 ns        52029 ns        13356
SoAScan/531/2174976       52078 ns        52078 ns        13335
SoAScan/532/2179072       52048 ns        52048 ns        13331
SoAScan/533/2183168       52493 ns        52493 ns        13207
SoAScan/534/2187264       52501 ns        52502 ns        13186
SoAScan/535/2191360       52831 ns        52831 ns        13171
SoAScan/536/2195456       52988 ns        52986 ns        13123
SoAScan/537/2199552       53062 ns        53061 ns        13052
SoAScan/538/2203648       53031 ns        53032 ns        13049
SoAScan/539/2207744       53053 ns        53054 ns        13055
SoAScan/540/2211840       52964 ns        52965 ns        13083
SoAScan/541/2215936       53019 ns        53020 ns        13077
SoAScan/542/2220032       53098 ns        53098 ns        13038
SoAScan/543/2224128       53182 ns        53180 ns        13018
SoAScan/544/2228224       53507 ns        53501 ns        12976
SoAScan/545/2232320       53130 ns        53130 ns        12944
SoAScan/546/2236416       53044 ns        53044 ns        13049
SoAScan/547/2240512       53185 ns        53186 ns        13038
SoAScan/548/2244608       53201 ns        53201 ns        13054
SoAScan/549/2248704       53195 ns        53190 ns        13057
SoAScan/550/2252800       53141 ns        53139 ns        13072
SoAScan/551/2256896       52922 ns        52922 ns        13076
SoAScan/552/2260992       53032 ns        53032 ns        13096
SoAScan/553/2265088       52978 ns        52978 ns        13073
SoAScan/554/2269184       53133 ns        53134 ns        13082
SoAScan/555/2273280       53146 ns        53147 ns        13078
SoAScan/556/2277376       53048 ns        53048 ns        13108
SoAScan/557/2281472       53163 ns        53163 ns        13057
SoAScan/558/2285568       52889 ns        52890 ns        13149
SoAScan/559/2289664       52964 ns        52964 ns        13071
SoAScan/560/2293760       53055 ns        53055 ns        13107
SoAScan/561/2297856       52948 ns        52949 ns        13107
SoAScan/562/2301952       52934 ns        52934 ns        13109
SoAScan/563/2306048       52902 ns        52903 ns        13032
SoAScan/564/2310144       52931 ns        52933 ns        13027
SoAScan/565/2314240       52953 ns        52952 ns        13090
SoAScan/566/2318336       52923 ns        52924 ns        13098
SoAScan/567/2322432       52811 ns        52809 ns        13132
SoAScan/568/2326528       53001 ns        53002 ns        13078
SoAScan/569/2330624       53000 ns        53001 ns        13120
SoAScan/570/2334720       52796 ns        52796 ns        13145
SoAScan/571/2338816       53068 ns        53069 ns        13081
SoAScan/572/2342912       52990 ns        52989 ns        13112
SoAScan/573/2347008       53060 ns        53059 ns        13099
SoAScan/574/2351104       53079 ns        53079 ns        13064
SoAScan/575/2355200       53154 ns        53150 ns        13054
SoAScan/576/2359296       78522 ns        78523 ns         7996
SoAScan/577/2363392       53348 ns        53348 ns        13023
SoAScan/578/2367488       53508 ns        53509 ns        12955
SoAScan/579/2371584       53324 ns        53324 ns        13005
SoAScan/580/2375680       53450 ns        53451 ns        12988
SoAScan/581/2379776       53667 ns        53665 ns        12982
SoAScan/582/2383872       53272 ns        53273 ns        12999
SoAScan/583/2387968       53665 ns        53666 ns        12951
SoAScan/584/2392064       53241 ns        53240 ns        13056
SoAScan/585/2396160       53052 ns        53053 ns        13046
SoAScan/586/2400256       53215 ns        53215 ns        13094
SoAScan/587/2404352       53209 ns        53209 ns        13019
SoAScan/588/2408448       53204 ns        53203 ns        13073
SoAScan/589/2412544       52956 ns        52957 ns        13109
SoAScan/590/2416640       53095 ns        53096 ns        13020
SoAScan/591/2420736       53040 ns        53040 ns        13007
SoAScan/592/2424832       53081 ns        53080 ns        13074
SoAScan/593/2428928       53264 ns        53265 ns        13046
SoAScan/594/2433024       52931 ns        52930 ns        13118
SoAScan/595/2437120       53016 ns        53017 ns        13054
SoAScan/596/2441216       52974 ns        52974 ns        13007
SoAScan/597/2445312       53127 ns        53128 ns        13126
SoAScan/598/2449408       53119 ns        53119 ns        13067
SoAScan/599/2453504       53230 ns        53229 ns        13092
SoAScan/600/2457600       52908 ns        52908 ns        13045
SoAScan/601/2461696       52980 ns        52980 ns        13077
SoAScan/602/2465792       53039 ns        53040 ns        13054
SoAScan/603/2469888       52996 ns        52997 ns        13125
SoAScan/604/2473984       53041 ns        53039 ns        13069
SoAScan/605/2478080       53043 ns        53042 ns        13042
SoAScan/606/2482176       53069 ns        53069 ns        13017
SoAScan/607/2486272       53094 ns        53094 ns        13060
SoAScan/608/2490368       52974 ns        52975 ns        13070
SoAScan/609/2494464       53084 ns        53085 ns        13016
SoAScan/610/2498560       53288 ns        53288 ns        12990
SoAScan/611/2502656       53228 ns        53229 ns        12981
SoAScan/612/2506752       53000 ns        52998 ns        13104
SoAScan/613/2510848       53181 ns        53181 ns        13063
SoAScan/614/2514944       53150 ns        53151 ns        12956
SoAScan/615/2519040       53254 ns        53253 ns        13047
SoAScan/616/2523136       53246 ns        53247 ns        13057
SoAScan/617/2527232       53177 ns        53176 ns        13037
SoAScan/618/2531328       53143 ns        53143 ns        13066
SoAScan/619/2535424       53133 ns        53133 ns        13059
SoAScan/620/2539520       53155 ns        53155 ns        13026
SoAScan/621/2543616       52996 ns        52995 ns        13036
SoAScan/622/2547712       53262 ns        53262 ns        12951
SoAScan/623/2551808       53330 ns        53330 ns        13028
SoAScan/624/2555904       53278 ns        53278 ns        13015
SoAScan/625/2560000       53279 ns        53280 ns        12935
SoAScan/626/2564096       53220 ns        53221 ns        12999
SoAScan/627/2568192       53122 ns        53122 ns        13044
SoAScan/628/2572288       53358 ns        53359 ns        13019
SoAScan/629/2576384       53377 ns        53376 ns        13005
SoAScan/630/2580480       53159 ns        53159 ns        13022
SoAScan/631/2584576       53508 ns        53509 ns        12927
SoAScan/632/2588672       53411 ns        53412 ns        12999
SoAScan/633/2592768       53466 ns        53467 ns        12915
SoAScan/634/2596864       53520 ns        53519 ns        12877
SoAScan/635/2600960       53545 ns        53546 ns        12962
SoAScan/636/2605056       53524 ns        53523 ns        12933
SoAScan/637/2609152       53622 ns        53617 ns        12953
SoAScan/638/2613248       53670 ns        53670 ns        12960
SoAScan/639/2617344       53680 ns        53680 ns        12809
SoAScan/640/2621440      100136 ns       100136 ns        11316
SoAScan/641/2625536       53782 ns        53775 ns        12897
SoAScan/642/2629632       53617 ns        53616 ns        12910
SoAScan/643/2633728       53663 ns        53663 ns        12919
SoAScan/644/2637824       53838 ns        53839 ns        12904
SoAScan/645/2641920       53741 ns        53741 ns        12852
SoAScan/646/2646016       53521 ns        53521 ns        12920
SoAScan/647/2650112       53799 ns        53799 ns        12890
SoAScan/648/2654208       53436 ns        53436 ns        12938
SoAScan/649/2658304       53863 ns        53863 ns        12930
SoAScan/650/2662400       53818 ns        53818 ns        12914
SoAScan/651/2666496       53942 ns        53934 ns        12799
SoAScan/652/2670592       53927 ns        53927 ns        12899
SoAScan/653/2674688       53881 ns        53880 ns        12884
SoAScan/654/2678784       53867 ns        53867 ns        12880
SoAScan/655/2682880       53872 ns        53872 ns        12845
SoAScan/656/2686976       53788 ns        53787 ns        12917
SoAScan/657/2691072       54060 ns        54061 ns        12792
SoAScan/658/2695168       53804 ns        53805 ns        12863
SoAScan/659/2699264       53899 ns        53899 ns        12881
SoAScan/660/2703360       53928 ns        53929 ns        12892
SoAScan/661/2707456       54047 ns        54047 ns        12897
SoAScan/662/2711552       54234 ns        54229 ns        12793
SoAScan/663/2715648       54027 ns        54027 ns        12871
SoAScan/664/2719744       54054 ns        54054 ns        12862
SoAScan/665/2723840       53815 ns        53815 ns        12887
SoAScan/666/2727936       53850 ns        53848 ns        12851
SoAScan/667/2732032       54329 ns        54324 ns        12803
SoAScan/668/2736128       54276 ns        54277 ns        12801
SoAScan/669/2740224       54335 ns        54335 ns        12769
SoAScan/670/2744320       54171 ns        54172 ns        12738
SoAScan/671/2748416       54222 ns        54222 ns        12753
SoAScan/672/2752512       54226 ns        54220 ns        12801
SoAScan/673/2756608       54168 ns        54167 ns        12821
SoAScan/674/2760704       54354 ns        54354 ns        12772
SoAScan/675/2764800       56627 ns        56624 ns        12313
SoAScan/676/2768896       57559 ns        57436 ns        12465
SoAScan/677/2772992       54532 ns        54512 ns        12749
SoAScan/678/2777088       54547 ns        54545 ns        12757
SoAScan/679/2781184       54691 ns        54692 ns        12717
SoAScan/680/2785280       54345 ns        54345 ns        12741
SoAScan/681/2789376       54527 ns        54526 ns        12695
SoAScan/682/2793472       54524 ns        54524 ns        12723
SoAScan/683/2797568       54517 ns        54516 ns        12765
SoAScan/684/2801664       54168 ns        54168 ns        12863
SoAScan/685/2805760       54692 ns        54692 ns        12710
SoAScan/686/2809856       54557 ns        54557 ns        12731
SoAScan/687/2813952       54572 ns        54572 ns        12706
SoAScan/688/2818048       54665 ns        54663 ns        12734
SoAScan/689/2822144       54492 ns        54492 ns        12736
SoAScan/690/2826240       57648 ns        57645 ns        12808
SoAScan/691/2830336       53974 ns        53975 ns        10767
SoAScan/692/2834432       53539 ns        53536 ns        12920
SoAScan/693/2838528       53933 ns        53934 ns        13011
SoAScan/694/2842624       54345 ns        54346 ns        12970
SoAScan/695/2846720       53981 ns        53980 ns        11725
SoAScan/696/2850816       54013 ns        54014 ns        12995
SoAScan/697/2854912       57310 ns        57311 ns        12903
SoAScan/698/2859008       54117 ns        54117 ns        12988
SoAScan/699/2863104       53975 ns        53976 ns        12947
SoAScan/700/2867200       53501 ns        53500 ns        12968
SoAScan/701/2871296       53800 ns        53800 ns        12979
SoAScan/702/2875392       53501 ns        53501 ns        13007
SoAScan/703/2879488       53604 ns        53602 ns        13011
SoAScan/704/2883584       54221 ns        54220 ns        10820
SoAScan/705/2887680       54008 ns        54006 ns        12831
SoAScan/706/2891776       53780 ns        53779 ns        12896
SoAScan/707/2895872       53784 ns        53782 ns        12908
SoAScan/708/2899968       53847 ns        53846 ns        12890
SoAScan/709/2904064       53806 ns        53805 ns        12900
SoAScan/710/2908160       53869 ns        53868 ns        12886
SoAScan/711/2912256       53676 ns        53675 ns        12918
SoAScan/712/2916352       53865 ns        53864 ns        12916
SoAScan/713/2920448       53912 ns        53911 ns        12883
SoAScan/714/2924544       53614 ns        53615 ns        12931
SoAScan/715/2928640       53829 ns        53828 ns        12899
SoAScan/716/2932736       53792 ns        53791 ns        12903
SoAScan/717/2936832       53716 ns        53714 ns        12925
SoAScan/718/2940928       53862 ns        53862 ns        12691
SoAScan/719/2945024       54093 ns        54093 ns        12776
SoAScan/720/2949120       53591 ns        53589 ns        12877
SoAScan/721/2953216       53808 ns        53807 ns        12869
SoAScan/722/2957312       53592 ns        53592 ns        12922
SoAScan/723/2961408       54502 ns        54502 ns        12822
SoAScan/724/2965504       53662 ns        53661 ns        12910
SoAScan/725/2969600       53712 ns        53711 ns        12946
SoAScan/726/2973696       53816 ns        53816 ns        12903
SoAScan/727/2977792       53791 ns        53791 ns        12912
SoAScan/728/2981888       53738 ns        53738 ns        12882
SoAScan/729/2985984       53604 ns        53604 ns        12885
SoAScan/730/2990080       53864 ns        53863 ns        12829
SoAScan/731/2994176       53735 ns        53734 ns        12903
SoAScan/732/2998272       53771 ns        53771 ns        12918
SoAScan/733/3002368       53821 ns        53821 ns        12889
SoAScan/734/3006464       53884 ns        53883 ns        12929
SoAScan/735/3010560       53815 ns        53816 ns        12863
SoAScan/736/3014656       53692 ns        53693 ns        12913
SoAScan/737/3018752       53816 ns        53816 ns        12888
SoAScan/738/3022848       53556 ns        53557 ns        12916
SoAScan/739/3026944       53704 ns        53704 ns        12933
SoAScan/740/3031040       53788 ns        53789 ns        12901
SoAScan/741/3035136       53516 ns        53517 ns        12970
SoAScan/742/3039232       53789 ns        53789 ns        12895
SoAScan/743/3043328       53696 ns        53697 ns        12906
SoAScan/744/3047424       53553 ns        53551 ns        12947
SoAScan/745/3051520       53796 ns        53797 ns        12864
SoAScan/746/3055616       53674 ns        53674 ns        12959
SoAScan/747/3059712       53522 ns        53522 ns        12998
SoAScan/748/3063808       53663 ns        53661 ns        12964
SoAScan/749/3067904       53641 ns        53641 ns        12975
SoAScan/750/3072000       53601 ns        53601 ns        12897
SoAScan/751/3076096       53688 ns        53687 ns        12932
SoAScan/752/3080192       53560 ns        53561 ns        12955
SoAScan/753/3084288       53588 ns        53589 ns        12847
SoAScan/754/3088384       53443 ns        53443 ns        12975
SoAScan/755/3092480       53450 ns        53451 ns        12925
SoAScan/756/3096576       53416 ns        53416 ns        13024
SoAScan/757/3100672       53603 ns        53598 ns        12886
SoAScan/758/3104768       53548 ns        53542 ns        12906
SoAScan/759/3108864       53625 ns        53620 ns        12792
SoAScan/760/3112960       53300 ns        53296 ns        13038
SoAScan/761/3117056       53817 ns        53813 ns        12846
SoAScan/762/3121152       53548 ns        53544 ns        12908
SoAScan/763/3125248       53692 ns        53688 ns        12929
SoAScan/764/3129344       53603 ns        53600 ns        12893
SoAScan/765/3133440       53514 ns        53511 ns        12897
SoAScan/766/3137536       53658 ns        53654 ns        12934
SoAScan/767/3141632       53645 ns        53641 ns        12916
SoAScan/768/3145728      129788 ns       129777 ns         5346
SoAScan/769/3149824       53705 ns        53702 ns        12932
SoAScan/770/3153920       53785 ns        53782 ns        12818
SoAScan/771/3158016       53632 ns        53629 ns        12879
SoAScan/772/3162112       53637 ns        53635 ns        12927
SoAScan/773/3166208       53852 ns        53849 ns        12910
SoAScan/774/3170304       53427 ns        53424 ns        12961
SoAScan/775/3174400       53634 ns        53630 ns        12887
SoAScan/776/3178496       53489 ns        53486 ns        12845
SoAScan/777/3182592       53552 ns        53549 ns        12943
SoAScan/778/3186688       53784 ns        53782 ns        12904
SoAScan/779/3190784       53324 ns        53322 ns        13004
SoAScan/780/3194880       53597 ns        53595 ns        12944
SoAScan/781/3198976       53532 ns        53529 ns        12956
SoAScan/782/3203072       53595 ns        53593 ns        12945
SoAScan/783/3207168       53170 ns        53168 ns        12965
SoAScan/784/3211264       53715 ns        53712 ns        12937
SoAScan/785/3215360       53491 ns        53488 ns        12934
SoAScan/786/3219456       53393 ns        53391 ns        12995
SoAScan/787/3223552       53653 ns        53652 ns        12926
SoAScan/788/3227648       53458 ns        53457 ns        12913
SoAScan/789/3231744       53622 ns        53620 ns        12908
SoAScan/790/3235840       53530 ns        53528 ns        12976
SoAScan/791/3239936       53456 ns        53454 ns        12959
SoAScan/792/3244032       53206 ns        53204 ns        13049
SoAScan/793/3248128       53677 ns        53676 ns        12941
SoAScan/794/3252224       53725 ns        53724 ns        12784
SoAScan/795/3256320       53609 ns        53608 ns        12851
SoAScan/796/3260416       53685 ns        53684 ns        12918
SoAScan/797/3264512       53697 ns        53695 ns        12941
SoAScan/798/3268608       53285 ns        53283 ns        13013
SoAScan/799/3272704       53750 ns        53748 ns        12956
SoAScan/800/3276800       53513 ns        53512 ns        12901
SoAScan/801/3280896       53767 ns        53765 ns        12890
SoAScan/802/3284992       53835 ns        53834 ns        12856
SoAScan/803/3289088       53935 ns        53935 ns        12834
SoAScan/804/3293184       53724 ns        53723 ns        12904
SoAScan/805/3297280       53982 ns        53980 ns        12858
SoAScan/806/3301376       53815 ns        53814 ns        12868
SoAScan/807/3305472       53787 ns        53786 ns        12881
SoAScan/808/3309568       53778 ns        53777 ns        12899
SoAScan/809/3313664       53724 ns        53723 ns        12854
SoAScan/810/3317760       53400 ns        53399 ns        12934
SoAScan/811/3321856       53839 ns        53838 ns        12876
SoAScan/812/3325952       53608 ns        53607 ns        12867
SoAScan/813/3330048       53567 ns        53567 ns        12897
SoAScan/814/3334144       53708 ns        53707 ns        12891
SoAScan/815/3338240       53732 ns        53731 ns        12900
SoAScan/816/3342336       53719 ns        53718 ns        12910
SoAScan/817/3346432       53537 ns        53536 ns        12994
SoAScan/818/3350528       53713 ns        53712 ns        12890
SoAScan/819/3354624       53488 ns        53488 ns        12985
SoAScan/820/3358720       53592 ns        53592 ns        12953
SoAScan/821/3362816       53712 ns        53711 ns        12931
SoAScan/822/3366912       53650 ns        53650 ns        12923
SoAScan/823/3371008       53625 ns        53625 ns        12946
SoAScan/824/3375104       53653 ns        53653 ns        12908
SoAScan/825/3379200       53798 ns        53797 ns        12890
SoAScan/826/3383296       53753 ns        53752 ns        12862
SoAScan/827/3387392       53718 ns        53717 ns        12869
SoAScan/828/3391488       53491 ns        53490 ns        12923
SoAScan/829/3395584       53846 ns        53846 ns        12867
SoAScan/830/3399680       53786 ns        53786 ns        12846
SoAScan/831/3403776       54086 ns        54085 ns        12748
SoAScan/832/3407872       82654 ns        82651 ns         7134
SoAScan/833/3411968       54192 ns        54191 ns        12757
SoAScan/834/3416064       54137 ns        54136 ns        12827
SoAScan/835/3420160       54271 ns        54271 ns        12803
SoAScan/836/3424256       54556 ns        54556 ns        12739
SoAScan/837/3428352       53912 ns        53912 ns        12886
SoAScan/838/3432448       54124 ns        54123 ns        12815
SoAScan/839/3436544       54149 ns        54148 ns        12817
SoAScan/840/3440640       54093 ns        54091 ns        12823
SoAScan/841/3444736       54208 ns        54207 ns        12796
SoAScan/842/3448832       54166 ns        54164 ns        12784
SoAScan/843/3452928       54218 ns        54218 ns        12770
SoAScan/844/3457024       54254 ns        54254 ns        12808
SoAScan/845/3461120       54065 ns        54065 ns        12828
SoAScan/846/3465216       54003 ns        54002 ns        12843
SoAScan/847/3469312       54242 ns        54241 ns        12834
SoAScan/848/3473408       54195 ns        54195 ns        12790
SoAScan/849/3477504       54217 ns        54217 ns        12768
SoAScan/850/3481600       54183 ns        54180 ns        12761
SoAScan/851/3485696       54135 ns        54134 ns        12856
SoAScan/852/3489792       54185 ns        54184 ns        12813
SoAScan/853/3493888       54359 ns        54359 ns        12811
SoAScan/854/3497984       54090 ns        54091 ns        12823
SoAScan/855/3502080       53899 ns        53897 ns        12856
SoAScan/856/3506176       54319 ns        54318 ns        12778
SoAScan/857/3510272       54163 ns        54163 ns        12780
SoAScan/858/3514368       54167 ns        54166 ns        12830
SoAScan/859/3518464       54240 ns        54239 ns        12798
SoAScan/860/3522560       54355 ns        54355 ns        12754
SoAScan/861/3526656       54666 ns        54666 ns        12667
SoAScan/862/3530752       54451 ns        54450 ns        12712
SoAScan/863/3534848       54376 ns        54375 ns        12742
SoAScan/864/3538944       54023 ns        54023 ns        12861
SoAScan/865/3543040       54514 ns        54515 ns        12731
SoAScan/866/3547136       54498 ns        54498 ns        12681
SoAScan/867/3551232       54518 ns        54518 ns        12718
SoAScan/868/3555328       54557 ns        54557 ns        12739
SoAScan/869/3559424       54745 ns        54742 ns        12677
SoAScan/870/3563520       54479 ns        54479 ns        12753
SoAScan/871/3567616       54394 ns        54393 ns        12765
SoAScan/872/3571712       54432 ns        54431 ns        12764
SoAScan/873/3575808       54331 ns        54329 ns        12740
SoAScan/874/3579904       55000 ns        54999 ns        12616
SoAScan/875/3584000       54349 ns        54349 ns        12767
SoAScan/876/3588096       54457 ns        54457 ns        12787
SoAScan/877/3592192       54340 ns        54340 ns        12824
SoAScan/878/3596288       54440 ns        54439 ns        12723
SoAScan/879/3600384       54342 ns        54341 ns        12735
SoAScan/880/3604480       54349 ns        54348 ns        12758
SoAScan/881/3608576       54494 ns        54494 ns        12760
SoAScan/882/3612672       54027 ns        54027 ns        12838
SoAScan/883/3616768       54342 ns        54341 ns        12822
SoAScan/884/3620864       54242 ns        54242 ns        12754
SoAScan/885/3624960       54294 ns        54294 ns        12791
SoAScan/886/3629056       54367 ns        54367 ns        12800
SoAScan/887/3633152       54304 ns        54301 ns        12829
SoAScan/888/3637248       54331 ns        54330 ns        12792
SoAScan/889/3641344       54478 ns        54478 ns        12730
SoAScan/890/3645440       54402 ns        54400 ns        12695
SoAScan/891/3649536       54194 ns        54194 ns        12812
SoAScan/892/3653632       54512 ns        54512 ns        12727
SoAScan/893/3657728       54698 ns        54697 ns        12719
SoAScan/894/3661824       54441 ns        54441 ns        12705
SoAScan/895/3665920       54515 ns        54516 ns        12729
SoAScan/896/3670016       87535 ns        87537 ns         5959
SoAScan/897/3674112       54674 ns        54675 ns        12701
SoAScan/898/3678208       54546 ns        54547 ns        12766
SoAScan/899/3682304       54565 ns        54566 ns        12718
SoAScan/900/3686400       54299 ns        54300 ns        12829
SoAScan/901/3690496       54444 ns        54444 ns        12777
SoAScan/902/3694592       54480 ns        54481 ns        12719
SoAScan/903/3698688       55398 ns        55399 ns        12632
SoAScan/904/3702784       54589 ns        54589 ns        12750
SoAScan/905/3706880       54579 ns        54580 ns        12727
SoAScan/906/3710976       55056 ns        55056 ns        12720
SoAScan/907/3715072       54639 ns        54640 ns        12706
SoAScan/908/3719168       54623 ns        54624 ns        12723
SoAScan/909/3723264       54516 ns        54517 ns        12752
SoAScan/910/3727360       54503 ns        54504 ns        12775
SoAScan/911/3731456       54501 ns        54502 ns        12758
SoAScan/912/3735552       54278 ns        54279 ns        12834
SoAScan/913/3739648       54484 ns        54485 ns        12738
SoAScan/914/3743744       54487 ns        54488 ns        12667
SoAScan/915/3747840       54415 ns        54416 ns        12790
SoAScan/916/3751936       54460 ns        54460 ns        12781
SoAScan/917/3756032       54575 ns        54576 ns        12735
SoAScan/918/3760128       54278 ns        54279 ns        12805
SoAScan/919/3764224       54503 ns        54503 ns        12762
SoAScan/920/3768320       54409 ns        54410 ns        12775
SoAScan/921/3772416       54563 ns        54564 ns        12727
SoAScan/922/3776512       54566 ns        54567 ns        12762
SoAScan/923/3780608       54871 ns        54871 ns        12670
SoAScan/924/3784704       54524 ns        54524 ns        12723
SoAScan/925/3788800       54696 ns        54696 ns        12691
SoAScan/926/3792896       54503 ns        54504 ns        12695
SoAScan/927/3796992       54386 ns        54386 ns        12713
SoAScan/928/3801088       54486 ns        54487 ns        12781
SoAScan/929/3805184       54295 ns        54295 ns        12777
SoAScan/930/3809280       54735 ns        54736 ns        12708
SoAScan/931/3813376       54814 ns        54815 ns        12681
SoAScan/932/3817472       55084 ns        55085 ns        12618
SoAScan/933/3821568       54832 ns        54833 ns        12647
SoAScan/934/3825664       54736 ns        54737 ns        12694
SoAScan/935/3829760       54704 ns        54704 ns        12698
SoAScan/936/3833856       54299 ns        54297 ns        12792
SoAScan/937/3837952       54751 ns        54752 ns        12669
SoAScan/938/3842048       54657 ns        54658 ns        12699
SoAScan/939/3846144       54795 ns        54795 ns        12702
SoAScan/940/3850240       54569 ns        54569 ns        12747
SoAScan/941/3854336       54695 ns        54696 ns        12684
SoAScan/942/3858432       54620 ns        54621 ns        12747
SoAScan/943/3862528       54738 ns        54737 ns        12713
SoAScan/944/3866624       54552 ns        54553 ns        12655
SoAScan/945/3870720       54337 ns        54337 ns        12767
SoAScan/946/3874816       54635 ns        54636 ns        12703
SoAScan/947/3878912       54687 ns        54687 ns        12701
SoAScan/948/3883008       54563 ns        54561 ns        12761
SoAScan/949/3887104       54542 ns        54543 ns        12733
SoAScan/950/3891200       55140 ns        55137 ns        12589
SoAScan/951/3895296       54718 ns        54717 ns        12712
SoAScan/952/3899392       54589 ns        54590 ns        12755
SoAScan/953/3903488       54385 ns        54383 ns        12720
SoAScan/954/3907584       54321 ns        54321 ns        12777
SoAScan/955/3911680       54759 ns        54760 ns        12709
SoAScan/956/3915776       54704 ns        54705 ns        12714
SoAScan/957/3919872       54755 ns        54756 ns        12699
SoAScan/958/3923968       54707 ns        54706 ns        12683
SoAScan/959/3928064       54987 ns        54986 ns        12612
SoAScan/960/3932160       55070 ns        55070 ns        12674
SoAScan/961/3936256       54848 ns        54849 ns        12651
SoAScan/962/3940352       54910 ns        54911 ns        12612
SoAScan/963/3944448       54906 ns        54904 ns        12641
SoAScan/964/3948544       55131 ns        55131 ns        12631
SoAScan/965/3952640       54977 ns        54977 ns        12628
SoAScan/966/3956736       54967 ns        54967 ns        12629
SoAScan/967/3960832       55060 ns        55059 ns        12595
SoAScan/968/3964928       54908 ns        54908 ns        12627
SoAScan/969/3969024       54698 ns        54698 ns        12746
SoAScan/970/3973120       55080 ns        55078 ns        12612
SoAScan/971/3977216       55045 ns        55046 ns        12584
SoAScan/972/3981312       54742 ns        54743 ns        12709
SoAScan/973/3985408       54950 ns        54950 ns        12651
SoAScan/974/3989504       54905 ns        54904 ns        12645
SoAScan/975/3993600       54969 ns        54969 ns        12646
SoAScan/976/3997696       55056 ns        55054 ns        12608
SoAScan/977/4001792       54930 ns        54928 ns        12632
SoAScan/978/4005888       54659 ns        54658 ns        12683
SoAScan/979/4009984       54930 ns        54931 ns        12593
SoAScan/980/4014080       54967 ns        54967 ns        12652
SoAScan/981/4018176       54740 ns        54740 ns        12701
SoAScan/982/4022272       54935 ns        54935 ns        12660
SoAScan/983/4026368       54947 ns        54946 ns        12544
SoAScan/984/4030464       54793 ns        54793 ns        12675
SoAScan/985/4034560       55005 ns        55006 ns        12193
SoAScan/986/4038656       54996 ns        54995 ns        12625
SoAScan/987/4042752       54819 ns        54819 ns        12673
SoAScan/988/4046848       55622 ns        55623 ns        12488
SoAScan/989/4050944       54862 ns        54863 ns        12618
SoAScan/990/4055040       54709 ns        54708 ns        12682
SoAScan/991/4059136       55102 ns        55102 ns        12302
SoAScan/992/4063232       54853 ns        54854 ns        12656
SoAScan/993/4067328       55161 ns        55161 ns        12625
SoAScan/994/4071424       55120 ns        55119 ns        12625
SoAScan/995/4075520       55144 ns        55144 ns        12569
SoAScan/996/4079616       54996 ns        54995 ns        12637
SoAScan/997/4083712       54920 ns        54920 ns        12600
SoAScan/998/4087808       55064 ns        55064 ns        12584
SoAScan/999/4091904       54827 ns        54828 ns        12684
SoAScan/1000/4096000      55156 ns        55156 ns        12641
SoAScan/1001/4100096      55073 ns        55072 ns        12603
SoAScan/1002/4104192      55035 ns        55036 ns        12589
SoAScan/1003/4108288      55218 ns        55219 ns        12534
SoAScan/1004/4112384      55034 ns        55035 ns        12619
SoAScan/1005/4116480      54999 ns        54998 ns        12633
SoAScan/1006/4120576      55161 ns        55162 ns        12568
SoAScan/1007/4124672      55242 ns        55242 ns        12558
SoAScan/1008/4128768      54768 ns        54767 ns        12688
SoAScan/1009/4132864      55173 ns        55174 ns        12563
SoAScan/1010/4136960      55138 ns        55139 ns        12576
SoAScan/1011/4141056      55119 ns        55117 ns        12579
SoAScan/1012/4145152      55204 ns        55204 ns        12615
SoAScan/1013/4149248      55348 ns        55348 ns        12564
SoAScan/1014/4153344      55132 ns        55132 ns        12574
SoAScan/1015/4157440      55353 ns        55353 ns        12554
SoAScan/1016/4161536      55187 ns        55188 ns        12590
SoAScan/1017/4165632      55376 ns        55375 ns        12537
SoAScan/1018/4169728      55705 ns        55705 ns        12547
SoAScan/1019/4173824      55380 ns        55380 ns        12554
SoAScan/1020/4177920      55455 ns        55455 ns        12532
SoAScan/1021/4182016      55628 ns        55628 ns        12407
SoAScan/1022/4186112      55722 ns        55722 ns        12464
SoAScan/1023/4190208      55699 ns        55699 ns        12504
SoAScan/1024/4194304     202643 ns       202643 ns         3519
