1,      30530 
2,      30443 
3,      30763 
4,      31744 
5,      31100 
6,      31088 
7,      31342 
8,      31633 
9,      32980 
10,     34204 
11,     34581 
12,     34910 
13,     35070 
14,     35251 
15,     35385 
16,     36095 
17,     35428 
18,     35711 
19,     35755 
20,     36069 
21,     36157 
22,     36270 
23,     36212 
24,     36531 
25,     36361 
26,     36346 
27,     36416 
28,     36654 
29,     36600 
30,     36689 
31,     36729 
32,     37264 
33,     36989 
34,     39748 
35,     37712 
36,     37410 
37,     39481 
38,     37316 
39,     37204 
40,     37457 
41,     37306 
42,     37376 
43,     37472 
44,     37589 
45,     37596 
46,     37755 
47,     37910 
48,     38294 
49,     38065 
50,     38222 
51,     38327 
52,     38447 
53,     38512 
54,     38616 
55,     38719 
56,     38953 
57,     38860 
58,     38981 
59,     38991 
60,     39172 
61,     39038 
62,     39205 
63,     39232 
64,     46340 
65,     39473 
66,     39563 
67,     39639 
68,     39818 
69,     39779 
70,     39943 
71,     40074 
72,     40459 
73,     40345 
74,     40378 
75,     40523 
76,     40661 
77,     40598 
78,     40841 
79,     41125 
80,     41641 
81,     41325 
82,     41057 
83,     41323 
84,     41459 
85,     41583 
86,     41417 
87,     41541 
88,     41726 
89,     41366 
90,     41304 
91,     41200 
92,     41119 
93,     41020 
94,     40946 
95,     40982 
96,     42671 
97,     41583 
98,     42034 
99,     42506 
100,    42933 
101,    43342 
102,    43656 
103,    43982 
104,    44337 
105,    44226 
106,    44666 
107,    44882 
108,    45113 
109,    45192 
110,    45276 
111,    45288 
112,    45273 
113,    45103 
114,    45082 
115,    45098 
116,    45250 
117,    45249 
118,    45230 
119,    45186 
120,    45543 
121,    45269 
122,    45302 
123,    45310 
124,    45316 
125,    45342 
126,    45408 
127,    45307 
128,    98879 
129,    45279 
130,    45313 
131,    45415 
132,    45662 
133,    45821 
134,    45987 
135,    45695 
136,    46004 
137,    45702 
138,    45855 
139,    46019 
140,    46017 
141,    46010 
142,    46163 
143,    46215 
144,    46202 
145,    46318 
146,    46322 
147,    46407 
148,    46448 
149,    46496 
150,    49592 
151,    46649 
152,    46815 
153,    46776 
154,    46882 
155,    47007 
156,    47003 
157,    47026 
158,    47065 
159,    47293 
160,    47538 
161,    47241 
162,    47486 
163,    47705 
164,    47870 
165,    47796 
166,    48084 
167,    48121 
168,    48101 
169,    48037 
170,    47937 
171,    47973 
172,    48283 
173,    48345 
174,    48278 
175,    48033 
176,    48156 
177,    48212 
178,    48372 
179,    48214 
180,    48138 
181,    48161 
182,    48016 
183,    48075 
184,    48388 
185,    47997 
186,    47693 
187,    47672 
188,    47614 
189,    47385 
190,    47781 
191,    47571 
192,    73491 
193,    47543 
194,    47474 
195,    47943 
196,    47929 
197,    48095 
198,    47921 
199,    48063 
200,    48109 
201,    47958 
202,    48098 
203,    48060 
204,    48027 
205,    47941 
206,    48136 
207,    48217 
208,    48360 
209,    48491 
210,    48337 
211,    48373 
212,    48462 
213,    48720 
214,    48715 
215,    49362 
216,    48648 
217,    48518 
218,    48527 
219,    48562 
220,    48470 
221,    48533 
222,    48587 
223,    48630 
224,    49290 
225,    48815 
226,    48802 
227,    48834 
228,    48963 
229,    48924 
230,    49047 
231,    49050 
232,    49212 
233,    49043 
234,    49181 
235,    49355 
236,    49747 
237,    51244 
238,    51615 
239,    50775 
240,    50385 
241,    50284 
242,    50291 
243,    50685 
244,    50903 
245,    50546 
246,    50374 
247,    50709 
248,    51184 
249,    52977 
250,    50819 
251,    51536 
252,    50390 
253,    50694 
254,    51463 
255,    50026 
256,   147045 
257,    50816 
258,    50920 
259,    51162 
260,    51022 
261,    50286 
262,    51166 
263,    50946 
264,    51186 
265,    49770 
266,    50732 
267,    50006 
268,    51250 
269,    50001 
270,    50085 
271,    50339 
272,    51138 
273,    50746 
274,    50869 
275,    51227 
276,    52365 
277,    51277 
278,    51328 
279,    50581 
280,    51585 
281,    51556 
282,    50986 
283,    51083 
284,    50382 
285,    49739 
286,    49415 
287,    49603 
288,    51003 
289,    49448 
290,    49539 
291,    49477 
292,    49674 
293,    49585 
294,    49760 
295,    50094 
296,    50049 
297,    49641 
298,    49949 
299,    50284 
300,    50640 
301,    49765 
302,    49829 
303,    49757 
304,    50043 
305,    49757 
306,    49739 
307,    49996 
308,    49813 
309,    49688 
310,    49862 
311,    49946 
312,    50015 
313,    49754 
314,    49839 
315,    49919 
316,    49954 
317,    49941 
318,    49901 
319,    49924 
320,    63082 
321,    49912 
322,    49864 
323,    49948 
324,    50053 
325,    49922 
326,    49946 
327,    50109 
328,    50704 
329,    50039 
330,    50026 
331,    49984 
332,    50094 
333,    50037 
334,    50033 
335,    49996 
336,    50204 
337,    49902 
338,    50156 
339,    50146 
340,    50178 
341,    50085 
342,    50025 
343,    50052 
344,    50129 
345,    50252 
346,    50134 
347,    50104 
348,    50175 
349,    49975 
350,    50048 
351,    49905 
352,    50721 
353,    49892 
354,    49731 
355,    49646 
356,    49791 
357,    49815 
358,    49882 
359,    49817 
360,    50263 
361,    49967 
362,    49875 
363,    49912 
364,    49992 
365,    49885 
366,    50378 
367,    49957 
368,    50192 
369,    49985 
370,    49927 
371,    49826 
372,    50035 
373,    49923 
374,    49876 
375,    49884 
376,    49922 
377,    50001 
378,    49738 
379,    49936 
380,    50107 
381,    49807 
382,    49904 
383,    49798 
384,   113580 
385,    49834 
386,    49929 
387,    49939 
388,    49939 
389,    49949 
390,    49937 
391,    49833 
392,    50056 
393,    50105 
394,    50065 
395,    50016 
396,    50303 
397,    50079 
398,    50187 
399,    50522 
400,    50292 
401,    50317 
402,    50165 
403,    49977 
404,    50126 
405,    49984 
406,    49999 
407,    50176 
408,    50398 
409,    50009 
410,    70469 
411,    50037 
412,    50128 
413,    50061 
414,    50149 
415,    50129 
416,    50612 
417,    51967 
418,    50256 
419,    49971 
420,    50111 
421,    71640 
422,    49922 
423,    50081 
424,    50539 
425,    50255 
426,    50281 
427,    50270 
428,    59166 
429,    50178 
430,    50206 
431,    50289 
432,    50506 
433,    50260 
434,    50189 
435,    61597 
436,    77165 
437,    50498 
438,    50500 
439,    50277 
440,    50506 
441,    50391 
442,    50349 
443,    50260 
444,    50559 
445,    50198 
446,    50340 
447,    50355 
448,    57177 
449,    50427 
450,    50444 
451,    50263 
452,    50476 
453,    50351 
454,    50253 
455,    50386 
456,    50533 
457,    50194 
458,    50191 
459,    49999 
460,    50140 
461,    50003 
462,    49933 
463,    49941 
464,    50308 
465,    49948 
466,    50046 
467,    50076 
468,    50040 
469,    49909 
470,    50022 
471,    50014 
472,    50185 
473,    49993 
474,    49942 
475,    49995 
476,    49977 
477,    49975 
478,    50064 
479,    49914 
480,    50607 
481,    50055 
482,    50032 
483,    50042 
484,    50221 
485,    50130 
486,    50110 
487,    50080 
488,    50466 
489,    49980 
490,    49995 
491,    49992 
492,    50137 
493,    50049 
494,    49991 
495,    50083 
496,    50461 
497,    50038 
498,    50004 
499,    50039 
500,    50062 
501,    49937 
502,    50734 
503,    50159 
504,    50429 
505,    49977 
506,    50103 
507,    50002 
508,    49877 
509,    50043 
510,    50123 
511,    50253 
512,   143875 
513,    50342 
514,    50517 
515,    67804 
516,    50294 
517,    50273 
518,    50171 
519,    50224 
520,    50525 
521,    50170 
522,    50284 
523,    50335 
524,    50227 
525,    50134 
526,    77165 
527,    77015 
528,    50775 
529,    50284 
530,    50436 
531,    50415 
532,    50502 
533,    62583 
534,    77122 
535,    50671 
536,    63491 
537,    59439 
538,    50453 
539,    50458 
540,    50514 
541,    50464 
542,    50518 
543,    50495 
544,    50994 
545,    50367 
546,    50562 
547,    50442 
548,    50563 
549,    50480 
550,    50482 
551,    50398 
552,    50750 
553,    50612 
554,    50680 
555,    50563 
