1,       30334 
2,       30455 
3,       30608 
4,       30705 
5,       31096 
6,       30953 
7,       31275 
8,       31431 
9,       31631 
10,      32008 
11,      32137 
12,      32444 
13,      32888 
14,      33151 
15,      33587 
16,      34042 
17,      34273 
18,      34375 
19,      34366 
20,      34400 
21,      34226 
22,      34147 
23,      34589 
24,      34554 
25,      34668 
26,      34847 
27,      34870 
28,      35046 
29,      35131 
30,      35388 
31,      35378 
32,      35467 
33,      36017 
34,      36577 
35,      37190 
36,      37752 
37,      38407 
38,      38715 
39,      39044 
40,      39573 
41,      39560 
42,      39868 
43,      40402 
44,      40564 
45,      40637 
46,      40640 
47,      41026 
48,      40880 
49,      41520 
50,      41586 
51,      41633 
52,      41914 
53,      41872 
54,      42030 
55,      42360 
56,      42400 
57,      42276 
58,      42751 
59,      42727 
60,      42906 
61,      42816 
62,      42994 
63,      42994 
64,      53707 
65,      43129 
66,      43117 
67,      43315 
68,      43378 
69,      43659 
70,      43578 
71,      43722 
72,      43556 
73,      43843 
74,      43917 
75,      44132 
76,      44005 
77,      44077 
78,      44049 
79,      44290 
80,      44123 
81,      44295 
82,      44167 
83,      44556 
84,      44444 
85,      44432 
86,      44496 
87,      44429 
88,      44459 
89,      44617 
90,      44437 
91,      44736 
92,      44702 
93,      44719 
94,      44738 
95,      44855 
96,      45175 
97,      44937 
98,      44945 
99,      44907 
100,     44961 
101,     44871 
102,     44909 
103,     44906 
104,     44924 
105,     44956 
106,     45090 
107,     45074 
108,     45066 
109,     45238 
110,     45172 
111,     45113 
112,     44908 
113,     45256 
114,     45405 
115,     45261 
116,     45117 
117,     45359 
118,     45260 
119,     45269 
120,     45347 
121,     45515 
122,     45478 
123,     45426 
124,     45501 
125,     45559 
126,     45504 
127,     46062 
128,     52589 
129,     46301 
130,     46459 
131,     46711 
132,     46830 
133,     46931 
134,     47007 
135,     47240 
136,     47313 
137,     47537 
138,     47665 
139,     47747 
140,     48130 
141,     48207 
142,     48293 
143,     48216 
144,     48243 
145,     48543 
146,     48507 
147,     48543 
148,     48601 
149,     48581 
150,     48498 
151,     48576 
152,     48619 
153,     48719 
154,     48774 
155,     48797 
156,     48860 
157,     48725 
