1,       25971 
2,       24131 
3,       24366 
4,       23282 
5,       23914 
6,       23732 
7,       23847 
8,       23966 
9,       24154 
10,      26436 
11,      25395 
12,      24244 
13,      24453 
14,      25268 
15,      25963 
16,      25654 
17,      25717 
18,      26001 
19,      29756 
20,      27996 
21,      28140 
22,      28477 
23,      27083 
24,      27245 
25,      25213 
26,      25583 
27,      26013 
28,      25574 
29,      25431 
30,      25416 
31,      25801 
32,      26690 
33,      27411 
34,      26855 
35,      27653 
36,      27969 
37,      29288 
38,      26785 
39,      26810 
40,      26764 
41,      27292 
42,      33512 
43,      31870 
44,      32573 
45,      33305 
46,      33039 
47,      33363 
48,      33560 
49,      34847 
50,      33052 
51,      34401 
52,      32854 
53,      34030 
54,      33250 
55,      33013 
56,      34074 
57,      34094 
58,      32241 
59,      32938 
60,      34234 
61,      37487 
62,      38836 
63,      37033 
64,      33948 
65,      38275 
66,      37126 
67,      75087 
68,      35187 
69,      35963 
70,      34929 
71,      34497 
72,      38864 
73,      35034 
74,      35599 
75,      37235 
76,      39699 
77,      39835 
78,      36622 
79,      39766 
80,     131866 
81,     124392 
82,      96274 
83,      66470 
84,     177954 
85,      72599 
86,     312516 
87,      84574 
88,     115718 
89,      93978 
90,      69018 
91,     126874 
92,      66179 
93,      83414 
94,     180569 
95,     189296 
96,     139098 
97,      85051 
98,     150171 
99,     107679 
100,    638580 
101,    341016 
102,    139819 
103,    144396 
104,    207760 
105,     82311 
106,     73979 
107,    110902 
108,    108787 
109,    103118 
110,    118788 
111,    106058 
112,     88341 
113,     77133 
114,     74151 
115,     61814 
116,     73697 
117,     71606 
118,     59809 
119,     69692 
120,     91526 
121,     59293 
122,    219615 
123,     77247 
124,     95517 
125,    132668 
126,     91183 
127,     53811 
128,     63637 
129,     56129 
130,     63796 
131,     80182 
132,     64089 
133,     68343 
134,     53042 
135,     54322 
136,     40200 
137,     54712 
138,    315849 
139,    192218 
140,    176410 
141,    113538 
142,     99279 
143,    137856 
144,    112620 
145,     92152 
146,     53550 
147,     39118 
148,     50348 
149,     50114 
150,     35091 
151,     33086 
152,     34040 
153,     33348 
154,     33925 
155,     32321 
156,     32584 
157,     33130 
158,     35970 
159,     34986 
160,     50963 
161,     35223 
162,     33586 
163,     31958 
164,     35100 
165,     31812 
166,     33811 
167,     36257 
168,     35293 
169,     38275 
170,     37075 
171,     36353 
172,     37005 
173,     37799 
174,     35027 
175,     54747 
176,     41611 
177,     41303 
178,     41246 
179,     34145 
180,     38035 
181,     38279 
182,     42031 
183,     45726 
184,     52939 
185,     49458 
186,     36999 
187,     40580 
188,     35275 
189,     51730 
190,     57793 
191,     46947 
192,     40789 
193,     39928 
194,     45568 
195,     38002 
196,     37005 
197,     50577 
198,     44024 
199,     66404 
200,     71300 
201,     37463 
202,     82043 
203,     36175 
204,     34776 
205,     33789 
206,     46382 
207,     40213 
208,     33804 
209,     33863 
210,     33829 
211,     44047 
212,     39003 
213,     38339 
214,     32767 
215,     39396 
216,     33222 
217,     32748 
218,     32656 
219,     34292 
220,     33408 
221,     34114 
222,     33855 
223,     33996 
224,     46728 
225,     36986 
226,     33931 
227,     41855 
228,     34150 
229,     34697 
230,     36205 
231,     73643 
232,     47659 
233,     39229 
234,     36352 
235,     34808 
236,     35261 
237,     33784 
238,     33962 
239,     34928 
240,     33138 
241,     33507 
242,     34498 
243,     34233 
244,     35719 
245,     35102 
246,     34430 
247,     36866 
248,     33038 
249,     37024 
250,     54956 
251,     40684 
252,    104150 
253,     49277 
254,     53203 
255,     49426 
256,    126548 
257,     41968 
258,     43530 
259,     39907 
260,     41238 
261,     35749 
262,     34533 
263,     33317 
264,     33144 
265,     33543 
266,     34611 
267,     33294 
268,     32852 
269,     33550 
270,     33107 
271,     32665 
272,     32766 
273,     33828 
274,     32913 
275,     34101 
276,     33243 
277,     34096 
278,     33048 
279,     33359 
280,     33076 
281,     33696 
282,     33284 
283,     33365 
284,     33542 
285,     33638 
286,     33469 
287,     34785 
288,     33592 
289,     32730 
290,     34403 
291,     34130 
292,     33379 
293,     33165 
294,     34109 
295,     32659 
296,     33930 
297,     33007 
298,     34243 
299,     33900 
300,     34064 
301,     33607 
302,     33833 
303,     35421 
304,     41788 
305,     33187 
306,     34561 
307,     33663 
308,     33896 
309,     32899 
310,     33696 
311,     33490 
312,     39112 
313,     33770 
314,     33641 
315,     32512 
316,     34961 
317,     35329 
318,     36940 
319,     33021 
320,     38217 
321,     33450 
322,     35461 
323,     33435 
324,     33290 
325,     35128 
326,     40655 
327,     40897 
328,     34160 
329,     33966 
330,     33358 
331,     33208 
332,     35133 
333,     33026 
334,     33796 
335,     33738 
336,     33801 
337,     32807 
338,     34449 
339,     35139 
340,     39334 
341,     34358 
342,     35858 
343,     34539 
344,     33229 
345,     33876 
346,     49134 
347,     44979 
348,     36991 
349,     37063 
350,     36911 
351,     35975 
352,     42449 
353,     34380 
354,     36227 
355,     36222 
356,     35179 
357,     36489 
358,     36051 
359,     34716 
360,     34143 
361,     34637 
362,     35457 
363,     34417 
364,     36413 
365,     40699 
366,     39768 
367,     35543 
368,     35766 
369,     42378 
370,     35750 
371,     35146 
372,     36101 
373,     34344 
374,     39508 
375,     34673 
376,     34372 
377,     35827 
378,     37822 
379,     35675 
380,     35721 
381,     36119 
382,     37237 
383,     35861 
384,     42932 
385,     36872 
386,     37854 
387,     39948 
388,     38027 
389,     40292 
390,     40559 
391,     38903 
392,     40499 
393,     42125 
394,     42258 
395,     45050 
396,     41418 
397,     45440 
398,     43595 
399,     44510 
400,     44813 
401,     63391 
402,     53216 
403,     46471 
404,     43800 
405,     45528 
406,     50663 
407,     48993 
408,     46252 
409,     49543 
410,     49002 
411,     49233 
412,     48349 
413,     48758 
414,     48830 
415,     51702 
416,     50314 
417,     51313 
418,     47989 
419,     50054 
420,     52625 
